Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
Indiancashback.com,http://www.indiancashback.com,http://www.linkedin.com/company/indiancashback-com,https://www.facebook.com/indiancashback,https://twitter.com/Indian_cashback,Bengaluru,Karnataka,India,"22 Hosur Road, Bengaluru, Karnataka, India, 560100",Bengaluru,Karnataka,India,,"Are you searching for the best offers, free coupons & cashback deals online? Visit IndianCashback.com for one of the best cashback websites in India","Cloudflare DNS, Rackspace MailGun, Gmail, Google Apps, Zendesk, CloudFlare Hosting, Zoho Email, CloudFlare, Freshdesk, Google Tag Manager, reCAPTCHA, Mobile Friendly, Google Analytics, Facebook Login (Connect), Google Plus",2500000,,,,
Network Techlab Pvt,http://www.netlabindia.com,http://www.linkedin.com/company/networktechlab,https://facebook.com/pages/Netlabindia/162343820484099,https://twitter.com/netlabindia,Mumbai,Maharashtra,India,"Thane, Maharashtra, India",Thane,Maharashtra,India,+91 8879004536  ,"NTIPL is a leading Top IT Service Providers based in Mumbai, India. Established in 1996, 22+ years of experience in providing end to end IT solutions and services for Network Designing, Security for the entire organizational setup.","Outlook, Amazon AWS, Freshdesk, Ubuntu, Google Tag Manager, Google Font API, Facebook Login (Connect), Bootstrap Framework, Apache, WordPress.org, Facebook Widget, Hotjar, Mobile Friendly, reCAPTCHA",3387000,,,,
AyeLabz,http://www.ayelabz.com,http://www.linkedin.com/company/ayelearninglabs,https://www.facebook.com/ayelabz,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,+91(771) 882-6200,,"Route 53, Gmail, Google Apps, Mobile Friendly, Google Font API, Google Analytics, Woo Commerce, WordPress.org, Route 53, Gmail, Google Apps, Woo Commerce, Google Font API, WordPress.org, Google Analytics, Mobile Friendly",,,,,
Marjan Machinery,http://www.marjansolar.com,http://www.linkedin.com/company/marjansolar,,https://twitter.com/MarjanMachinery,Thane,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,,"Vimeo, Bootstrap Framework, Mobile Friendly, Google Font API, Nginx",,,,,
Sacumen,http://www.sacumen.com,http://www.linkedin.com/company/sacumensecurity,https://www.facebook.com/sacumen,https://twitter.com/Sacumensecurity,Bengaluru,Karnataka,India,"1 80 Feet Road, Bengaluru, Karnataka, India, 560034",Bengaluru,Karnataka,India,+1 408-585-9982,"Sacumen specializes in working with Security Product Companies in the area of Connector Development, Support and Security Product Engineering","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Google Tag Manager, YouTube, Facebook Login (Connect), Linkedin Marketing Solutions, Woo Commerce, Mobile Friendly, reCAPTCHA, WordPress.org, Facebook Widget, Facebook Custom Audiences, Bootstrap Framework, Google Font API, SAP",,,,,
Retouching India,http://www.retouchingindia.com,http://www.linkedin.com/company/retouching-india,https://www.facebook.com/manpreetahujaretouchings,,New Delhi,Delhi,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,,,"Cloudflare DNS, Google Font API, Mobile Friendly, Google Tag Manager, reCAPTCHA, Apache, WordPress.org",,,,,
Thincovate Software Solutions,http://www.thincovate.com,http://www.linkedin.com/company/thincovate,,,Hyderabad,Telangana,India,"Hyderabad, Telangana, India, 500049",Hyderabad,Telangana,India,,,"GoDaddy Hosting, WordPress.org, Mobile Friendly, reCAPTCHA, Google Font API, Apache, Shutterstock",,,,,
Technophile,http://www.technophile.in,http://www.linkedin.com/company/technophile,https://www.facebook.com/TechnophileHQ,https://twitter.com/TechnophileHQ,,Bihar,India,"New Delhi, Delhi, India, 110051",New Delhi,Delhi,India,+91 94515 00198,Technophile is the eCommerce Automation company providing 360 solution including mobile app development across the world.,"Cloudflare DNS, SendInBlue, Gmail, Google Apps, CloudFlare Hosting, Amazon SES, Mobile Friendly, Google Analytics, Woo Commerce, reCAPTCHA, Wordpress.com, Bootstrap Framework, Google Font API, Vimeo, Google Tag Manager, WordPress.org",,,,,
BoxNsights Soft Tech Pvt,http://www.boxnsights.com,http://www.linkedin.com/company/boxnsights,https://www.facebook.com/boxnsights/,,,Maharashtra,India,"Pimpri-Chinchwad, Maharashtra, India, 411027",Pimpri-Chinchwad,Maharashtra,India,,"Increase your online sales and profit margin by winning more BuyBox on Amazon, Flipkart, SnapDeal and eBay with the leading repricing software in India.","Gmail, Google Apps, GoDaddy Hosting, Apache, Google Analytics, Mobile Friendly, WordPress.org, reCAPTCHA",,,,,
MagDiSoft Solutions,http://www.magdisoft.com,http://www.linkedin.com/company/magdisoft,https://www.facebook.com/magdisoftweb,https://twitter.com/magdisoft,Pune,Maharashtra,India,"Fountain Road, Pune, Maharashtra, India, 411014",Pune,Maharashtra,India,+91 81 49 210979,,"CloudFlare CDN, Gmail, Google Apps, CloudFlare Hosting, Google Font API, Bootstrap Framework, Mobile Friendly, Google Workspace",,,,,
SHAURYA INFOTECH,http://www.shauryainfotech.in,http://www.linkedin.com/company/shaurya-infotech,http://www.facebook.com/pages/Shaurya-Infotech/202244889863270,https://twitter.com/ShauryaInfotech,,,India,"401, Vadodara, Gujarat, India, 390024",Vadodara,Gujarat,India,+91 97277 42952,"SHAURYA INFOTECH || Pioneer in Web Development, Web Designing Company Vadodara Gujarat India, Creative-Innovative Solutions, Time bound-consistent-cost effective customized software solutions with crystal clear transparency and diligence. 8 years in Web & Software Development Business.","Google Maps (Non Paid Users), Google Font API, ASP.NET, Google Maps, Google Plus, Mobile Friendly, Microsoft-IIS, Google Analytics, ",,,,,
Shriman Technologies Private Limited,http://www.shrimantech.com,http://www.linkedin.com/company/shriman-technologies,,,Chennai,Tamil Nadu,India,"4 Priya Nagar Main Road, Chennai, Tamil Nadu, India, 603210",Chennai,Tamil Nadu,India,+1  (844) 377 - 7478,,"Google Maps, Apache, reCAPTCHA, Spigit (Mindjet), Bootstrap Framework, Google Maps (Non Paid Users), YouTube, Mobile Friendly, ",,,,,
ADMAVIN,http://www.admavin.com,http://www.linkedin.com/company/admavin,https://www.facebook.com/admavin,https://twitter.com/ad_mavin,Chennai,Tamil Nadu,India,"27 Kanagam Road, Chennai, Tamil Nadu, India, 600113",Chennai,Tamil Nadu,India,+91 88614 45388,"Plan Out Of Home advertisements, analyze OOH performance and monitor billboards with AdMAVIN. Driven by AI and Data Analytics, it provides billboard analytics like impression counts, demographics among many more.","Gmail, Google Apps, Google Maps, Nginx, Ubuntu, Mobile Friendly, Google Maps (Non Paid Users), Bootstrap Framework, Google Font API, , ",,,,,
Neoline Info Solutions and e-com Pvt,http://www.neoline.in,http://www.linkedin.com/company/neoline-info-solutions-and-e-com-pvt.-ltd.,,,Ernakulam,Kerala,India,"Edappally Flyover, Ernakulam, Kerala, India, 682024",Ernakulam,Kerala,India,+91 484 404 6800,,"Gmail, Google Apps, Google Maps, Google Font API, Bootstrap Framework, Google Maps (Non Paid Users), WordPress.org, Mobile Friendly, IoT, , Render",,,,,
OPASIS,http://www.opasis.com,http://www.linkedin.com/company/opasis-com,,,,Delhi,India,"94, Delhi, India, 110078",,Delhi,India,9.19189E+13,"OPASIS is India's leading Career Guidance & Career Counselling Platform for Schools, Independent Counsellors, Corporate HR teams and NGO's in the Education sector","Amazon SES, Mailchimp Mandrill, GoDaddy Hosting, Facebook Widget, Bootstrap Framework, Apache, Mobile Friendly, Google Font API, Facebook Login (Connect), Facebook Custom Audiences, Google Tag Manager, SAP, IoT, Data Analytics, Micro, , ADP",,,,,
Quadrant Informatics Pvt,http://www.quadrant.technology,http://www.linkedin.com/company/quadrant-informatics-pvt-ltd,https://www.facebook.com/quadranttech,https://twitter.com/quadranttech,Kolkata,West Bengal,India,"2 Purba Para Road, Kolkata, West Bengal, India, 700063",Kolkata,West Bengal,India,+91 9831414574,"Paid Acquisition using google ads, Facebook ads, programmatic media, Email Marketing & Conversion Rate Optimization Agency. Top-rated Shopify Experts","Rackspace MailGun, Gmail, Google Apps, Nginx, Mobile Friendly, Google Tag Manager, Gravity Forms, WordPress.org, Google Font API, reCAPTCHA, ",,,,,
VENATRIX PRIVATE LIMITED,http://www.venatrix.in,http://www.linkedin.com/company/venatrix-solutions,https://www.facebook.com/venatrixsolutions,,Bengaluru,Karnataka,India,"897/E 80 Feet Main Road, Bengaluru, Karnataka, India, 560095",Bengaluru,Karnataka,India,,"Dedicated Server Hosting provider in India with high standards of quality, reliability, cost effectiveness and timeliness open source network solutions","Google Maps, Bootstrap Framework, Google Maps (Non Paid Users), Google Tag Manager, reCAPTCHA, Apache, Mobile Friendly, ",,,,,
SBricks,http://www.sbricks.com,http://www.linkedin.com/company/sbricks-com,https://facebook.com/SBricksIndia,https://twitter.com/SBricksIndia,Hyderabad,Telangana,India,"265 Jubilee Hills Road, Hyderabad, Telangana, India, 500033",Hyderabad,Telangana,India,-8252,,Amazon AWS,,,,,
Brian Soft Global Services,http://www.briansoftglobalservices.com,http://www.linkedin.com/company/brian-soft-global-services-web-designing-digital-marketing-company-in-kolkata,https://www.facebook.com/pages/Brian-Soft-Global-Services/292130812963,https://twitter.com/brian_soft,New Delhi,Delhi,India,"26-B, Kolkata, West Bengal, India, 700093",Kolkata,West Bengal,India,-9007144687,Looking for the best Website Designing company in Ranchi. We are the best Website Design & Development Company in Ranchi Having more than with 9+ Years of Experience with 300+ clients,"Gmail, Google Apps, Nginx, Mobile Friendly, WordPress.org, Zopim, Apache, Google Analytics, Facebook Login (Connect), YouTube, Facebook Custom Audiences, Facebook Widget, Google Font API, Google translate widget, Google translate API, , , React Native, ",498000,,,,
VcareAll Solution Private Limited,http://www.vcareall.com,http://www.linkedin.com/company/vcareall-solution-pvt-ltd,https://facebook.com/vcareall,https://twitter.com/vcareall,,Delhi,India,"178B, New Delhi, Delhi, India, 110091",New Delhi,Delhi,India,+91 98180 78682,12+ Years of experience developing proven business solutions for our clients,"WordPress.org, Mobile Friendly, reCAPTCHA, Google Tag Manager, Apache, Google Font API, Bootstrap Framework, IoT",5212000,,,,
AppsTechy Private Limited,http://www.appstechy.com,http://www.linkedin.com/company/appstechy,,,Chandigarh,Chandigarh,India,"Sahibzada Ajit Singh Nagar, Punjab, India",Sahibzada Ajit Singh Nagar,Punjab,India,,"A professional software development company with expertise in Web development, Hybrid and Native mobile App development, Technology consulting, UI/UX design, Cloud computing and Project management.",,,,,,
MythyaVerse,http://www.mythyaverse.com,http://www.linkedin.com/company/mythyaverse,,,Roorkee,Uttarakhand,India,"Ghaziabad, Uttar Pradesh, India, 201010",Ghaziabad,Uttar Pradesh,India,,,"Gmail, Google Apps",,,,,
AgileCaterpillar,http://www.agilecaterpillar.com,http://www.linkedin.com/company/agilecaterpillar,https://www.facebook.com/agileCaterpillar,https://twitter.com/aglCaterpillar,,Delhi,India,"New Delhi, Delhi, India, 110091",New Delhi,Delhi,India,-6172,"We Help In Innovation! A bunch of passionate developers, outstanding designers with years of experience building high quality applications for companies large and small, who can transform simple sketches into full flagged app that works across any device. Mobile or Web | We use Ruby on Rails | Ruby | Nodejs | Agile | Ruby on Rails | RoR consulting | Ruby on Rails service | Ruby on Rails India | RoR consultant | Nodejs India consultant | Reactjs | Anuglarjs | Flutter | Native apps","DigitalOcean, Google Font API, Bootstrap Framework, Nginx, Google Play, Ubuntu, Mobile Friendly, Google Tag Manager",,,,,
OWeSee Cloud Communications Pvt,http://www.owesee.com,http://www.linkedin.com/company/owesee-cloud-communications-private-limited,,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560045",Bengaluru,Karnataka,India,,,Google Cloud Hosting,,,,,
IBIRDS SOFTWARE SERVICES PVT,http://www.ibirdsservices.com,http://www.linkedin.com/company/ibirds-services,,https://twitter.com/ibirdsservices,Ajmer,Rajasthan,India,"Ajmer, Rajasthan, India, 560066",Ajmer,Rajasthan,India,(206) 474-5005,"We are Salesforce Consulting Partner in india, Hire the best salesforce developers, We create amazing experiences on top of Salesforce.","Gmail, Google Apps, Sitelock, Mobile Friendly, Apache, Bootstrap Framework, Google Font API, SAP",7000000,,,,
Digiguroo,http://www.digiguroo.com,http://www.linkedin.com/company/digiguroo,https://www.facebook.com/digiguroo,https://twitter.com/digienquiry,Chennai,Tamil Nadu,India,"23-11 2nd Street, Chennai, Tamil Nadu, India, 600020",Chennai,Tamil Nadu,India,,Digital Marketing Services in Chennai | SEO | SMO | Web Development & Design | Branding. Call : +91 988 445 3330 / Email : info@digiguroo.com,"Google Analytics, Apache, Google Font API, Mobile Friendly",,,,,
INCLOTECH,http://www.inclotech.com,http://www.linkedin.com/company/inclotech,,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,+91-20 25442531,Inclotech is the rising star in the cloud technology industry which is all set to give best services to its clients. In today’s world the pulse of each and every business organizations depend on the IT systems and applications.,"Cloudflare DNS, Outlook, Microsoft Office 365, Woo Commerce, Google Tag Manager, reCAPTCHA, Mobile Friendly, WordPress.org, Microsoft-IIS, Bootstrap Framework, ASP.NET, Google Font API, SAP, SAP B1, Avaya",,,,,
Neubel,http://www.neubeltech.com,http://www.linkedin.com/company/neubel-technologies,,,Bengaluru,Karnataka,India,"9 5th Main Road, Bengaluru, Karnataka, India, 560085",Bengaluru,Karnataka,India,9.19513E+11,,"Gmail, Google Apps, Mobile Friendly, ASP.NET, Bootstrap Framework, Microsoft-IIS",,,,,
NearBuzz,http://www.nearbuzz.com,http://www.linkedin.com/company/nearbuzz,https://www.facebook.com/nearbuzz,https://twitter.com/NearBuzz,,,India,"Hyderabad, Telangana, India, 500032",Hyderabad,Telangana,India,+91 90000 05129,A cloud based offline campaign management and audience insights platform which enables brands & agencies to run interactive offline campaigns with real-time triggers.,"Amazon CloudFront, Route 53, Gmail, Google Apps, Amazon AWS, Mobile Friendly, Google Tag Manager, Google Font API, Google Maps, Google Maps (Non Paid Users), Bootstrap Framework, reCAPTCHA",,,,,
ViableTechnologies,http://www.viabletechnologies.in,http://www.linkedin.com/company/viabletechnologies,,,Chennai,Tamil Nadu,India,"1 Mugalivakkam Main Road, Chennai, Tamil Nadu, India, 600116",Chennai,Tamil Nadu,India,,treasury investment portfolio market risk asset Treasury Management System TMS provider corporate treasury solution cash management,"Outlook, GoDaddy Hosting, Mobile Friendly, JQuery 2.1.1, Apache",,,,,
InstaSafe EMEA,http://www.ky2sc.in,http://www.linkedin.com/company/instasafe-emea,,,Ahmedabad,Gujarat,India,"S G Highway Service Road, Ahmedabad, Gujarat, India, 380015",Ahmedabad,Gujarat,India,+91079 29708515,,"Gmail, Google Apps, GoDaddy Hosting, WordPress.org, Google Font API, Apache, Mobile Friendly, ",,,,,
Shine Servers,http://www.shineservers.com,http://www.linkedin.com/company/shineservers,https://facebook.com/shineservers,https://twitter.com/shineservers,,Delhi,India,"New Delhi, Delhi, India, 110001",New Delhi,Delhi,India,+91 95 60 883885,"We manage your IT, so you can manage your business. Take charge of your business continuity with our innovative IT solutions View Our Products Build Your Website Today Starting at $7.99 GET STARTED Find Your Domain Get online with a domain VPS Hosting Starting at $15.99/Mo LEARN MORE CloudServers Starting at $6/Mo LEARN MORE Dedicated","Cloudflare DNS, Amazon SES, CloudFlare Hosting, Hubspot, Bootstrap Framework, Mobile Friendly, reCAPTCHA, WordPress.org, Google Tag Manager, Google Font API",2439000,,,,
Elementate,http://www.elementate.com,http://www.linkedin.com/company/elementate,,,Vadodara,Gujarat,India,"Vadodara, Gujarat, India, 390024",Vadodara,Gujarat,India,,Elementate,"Gmail, Google Apps, Mobile Friendly, Bootstrap Framework, Apache",,,,,
Cowhite Software Pvt,http://www.cowhite.com,http://www.linkedin.com/company/cowhite-software-pvt-ltd,https://www.facebook.com/cowhitesoftware,https://twitter.com/cowhitesoftware,Hyderabad,Telangana,India,"Hyderabad, Telangana, India, 500085",Hyderabad,Telangana,India,+91 99854 02031,"Python, Django Web Application Development Company dedicated to quality and deadlines. We have expertise in developing Web Applications, Rest APIs, E-commerce portals, Open edXⓇ  installation and customization, Ubuntu Server Installation and Setup.","Django, Bootstrap Framework, Google Analytics, Mobile Friendly, Nginx, Google Tag Manager, Ubuntu, reCAPTCHA, Disqus, Google Font API, React Native, Docker",221000,,,,
Simbus,http://www.simbustech.com,http://www.linkedin.com/company/simbus-technologies,https://www.facebook.com/simbustech/,https://twitter.com/simbustech,Bengaluru,Karnataka,India,"15 Outer Ring Road, Bengaluru, Karnataka, India, 560078",Bengaluru,Karnataka,India,+91 80 6703 5000,,"Outlook, Microsoft Office 365, SumoMe, reCAPTCHA, WordPress.org, Mobile Friendly, Google Font API, Apache, Google Tag Manager, Nginx",7000000,,,,
Finasyst,http://www.finasyst.in,http://www.linkedin.com/company/finasyst,,,Nagpur,Maharashtra,India,"Nagpur, Maharashtra, India",Nagpur,Maharashtra,India,,Finasyst - Building the future of Financial Inclusion,"Route 53, Mobile Friendly",,,,,
Tatva Yog,http://www.tatvayog.com,http://www.linkedin.com/company/tatva-yog,https://www.facebook.com/Tatva-Yog-1472879132754057/,https://twitter.com/TatvaYog,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,+91 83693 52346,Tatvayog,"Facebook Widget, Bootstrap Framework, Facebook Custom Audiences, Google Font API, Mobile Friendly, JQuery 2.1.1, Facebook Login (Connect), Nginx",,,,,
Digital Infratech Pvt,http://www.digitalinfratech.com,http://www.linkedin.com/company/digital-infratech-pvt-ltd,https://facebook.com/digitalinfratech,,Ahmedabad,Gujarat,India,"111, Ahmedabad, Gujarat, India, 380015",Ahmedabad,Gujarat,India,+91 98250 17095,"Induspro || Industrial,Engineering,Factorial HTML5 Template","Outlook, Microsoft Office 365, Google Maps (Non Paid Users), WordPress.org, Google Maps, Apache, Mobile Friendly, Bootstrap Framework, Google Font API",16832000,,,,
Apps Shoppy,http://www.appsshoppy.com,http://www.linkedin.com/company/apps-shoppy,https://facebook.com/Appsshoppy/,https://twitter.com/AppsShoppy,Jaipur,Rajasthan,India,"Jaipur, Rajasthan, India, 302033",Jaipur,Rajasthan,India,+91 9799556102,,,1452000,,,,
Chit Chat Chai™,http://www.chitchatchai.in,http://www.linkedin.com/company/chit-chat-chai,https://www.facebook.com/chitchatchai.in/,https://twitter.com/chitchatchai_in,Hyderabad,Telangana,India,"Hyderabad, Telangana, India",Hyderabad,Telangana,India,+91  917-711- 8800,"Buy the best tea in India from Chit Chat Chai’s artisanal blends. Curated to provide functional benefits, our tea leaf will invigorate your senses.","Gmail, Google Apps, Zoho Email, Shopify, Google Tag Manager, Mobile Friendly",,,,,
Anzen Technology,http://www.anzentechnology.com,http://www.linkedin.com/company/anzen-technology,,,Bengaluru,Karnataka,India,"508 19th Main Road, Bengaluru, Karnataka, India, 560041",Bengaluru,Karnataka,India,+91 99809 34258,,"Gmail, Google Apps, GoDaddy Hosting, Google Analytics, Bootstrap Framework, Apache, Google Font API, Mobile Friendly, ",,,,,
SEO Service in India,http://www.seoserviceinindia.co.in,http://www.linkedin.com/company/seo-service-in-india,https://facebook.com/Instaglobalvisacom,https://twitter.com/InstaGlobalVis1,New Delhi,Delhi,India,"3 Mangal Bazar Main Road, New Delhi, Delhi, India, 110092",New Delhi,Delhi,India,9.19718E+11,"SEO Services India: Hire the #1🏆website SEO Services from an Indian SEO Services provider. Buy SEO Services for any business type or location (Local, National, International). 🏆Quality SEO Services, 🏆0{{ Spam 🏆100}} Manual SEO Services 🏆 Advanced Analysis 🏆360° SEO Approach.","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Facebook Login (Connect), Google Tag Manager, Facebook Custom Audiences, Bootstrap Framework, reCAPTCHA, YouTube, Apache, Mobile Friendly, Google AdSense, WordPress.org, Woo Commerce, Google Font API, Facebook Widget",310000,,,,
Eximuz Technolabs,http://www.eximuz.com,http://www.linkedin.com/company/eximuz-technolabs,,,Kozhikode,Kerala,India,"Ul Cyber Park Road, Kozhikode, Kerala, India, 673016",Kozhikode,Kerala,India,,,"Amazon AWS, Bootstrap Framework, Ubuntu, Mobile Friendly, Nginx, ",,,,,
Tornotron,http://www.tornotron.com,http://www.linkedin.com/company/tornotron,,,Chennai,Tamil Nadu,India,"Kochi, Kerala, India",Kochi,Kerala,India,,,"Google Tag Manager, Google Font API, Mobile Friendly, reCAPTCHA, WordPress.org, Content.ad",,,,,
Siteworx Infotech,http://www.siteworx.in,http://www.linkedin.com/company/siteworx-infotech,https://www.facebook.com/siteworx.in,https://twitter.com/site_worx_,Jaipur,Rajasthan,India,"Jaipur, Rajasthan, India, 302020",Jaipur,Rajasthan,India,9.18906E+11,"2022 Cheapest Web Hosting In India With Life Time Service! From India's #1 web Hosting Company Site Worx offered 99.9 uptime, free domains, Emails with instant activation for last 2 years in market. 60% Off on Best Web hosting Today!","Gmail, Google Apps, Mobile Friendly, Google Tag Manager, Apache, Google Analytics, Bootstrap Framework",,,,,
PIRO Technologies Private Limited,http://www.pirotechnologies.com,http://www.linkedin.com/company/piro-technologies,https://facebook.com/pirotechnologies,https://twitter.com/pirotechnology,,Delhi,India,"E-109, Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,,,"Gmail, Google Apps, Django, Nginx, Mobile Friendly, Ubuntu, Bootstrap Framework",405000,,,,
CyberDude Networks Private Limited,http://www.cyberdudenetworks.com,http://www.linkedin.com/company/cyberdude-networks,https://www.facebook.com/cdudenetworks,https://twitter.com/cdudenetworks,Chennai,Tamil Nadu,India,"32 2nd Street, Chennai, Tamil Nadu, India, 600071",Chennai,Tamil Nadu,India,+91 9952913027,"Cyberdude Networks is a IoT and SAAS product development that helps business to easier their workflow through various Artificial Intelligence (AI), Internet of Things(IOT) and Advanced Sofware as a Service (SAAS) technology based Start-up with Highly Talented Technical Geeks on board. CyberDude products will help them to achieve their goal and be a leading partner around the globe.","Route 53, Amazon AWS, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, OpenSSL, Apache, reCAPTCHA, Bootstrap Framework, YouTube, Mobile Friendly",310000,,,,
AptiveGlobe,http://www.aptiveglobe.com,http://www.linkedin.com/company/aptiveglobetechnologiesprivatelimited,,,Bengaluru,Karnataka,India,"Ittamadu Main Road, Bengaluru, Karnataka, India, 560085",Bengaluru,Karnataka,India,,The domain name aptiveglobe.com is for sale. Make an offer or buy it now at a set price.,"Amazon AWS, Optimizely, Ruby On Rails, Mobile Friendly, Google Analytics, Google Tag Manager, Trustpilot, Bootstrap Framework",,,,,
InfoRepos,http://www.inforepos.com,http://www.linkedin.com/company/inforepos,https://www.facebook.com/InfoReposTechnologies/,https://twitter.com/inforepos/,Hyderabad,Telangana,India,"500085, Hyderabad, Telangana, India, 500072",Hyderabad,Telangana,India,+44 745 224 5544,InfoRepos,"Google Font API, reCAPTCHA, Mobile Friendly, Weebly, Facebook Login (Connect), Google Analytics, Facebook Widget, Facebook Comments, Apache",,,,,
Vaidik Ecosystems Pvt,http://www.vaidikecosystems.com,http://www.linkedin.com/company/vaidik-ecosystems-pvt-ltd,,,Indore,Madhya Pradesh,India,"Late Shree Kailash Patidar Chauraha, Indore, Madhya Pradesh, India, 452014",Indore,Madhya Pradesh,India,+91(999) 398-7422,,"Mobile Friendly, Facebook Login (Connect), WordPress.org, Apache, Facebook Custom Audiences, Facebook Widget, Google Font API",,,,,
Appilary,http://www.appilary.com,http://www.linkedin.com/company/appilary-technologies,,,Noida,Uttar Pradesh,India,"Greater Noida, Uttar Pradesh, India",Greater Noida,Uttar Pradesh,India,,"Mobile app for field team, Field marketing real time reports, Online monitoring app for van campaign, OOH monitoring, Best mobile app for Trade Marketing, Brand Activations, Rural Activations, Sales/Order Capturing, D2D Campaign and OTP based authentication of transactions. Atrificial Intelligence and Machine Learning capabilities for custom software development. Renowned mobile app company in Noida | Delhi NCR","GoDaddy Hosting, Google Play, Bootstrap Framework, Google Tag Manager, Mobile Friendly, Apache, Render",,,,,
DataStunt,http://www.datastunt.com,http://www.linkedin.com/company/datastunt,https://www.facebook.com/datastunt,https://twitter.com/DataStunt,,Delhi,India,"New Delhi, Delhi, India, 110001",New Delhi,Delhi,India,,"DataStunt is one of the fastest-growing gig workforces of Data Scientists, Big Data Engineers, Web Developers, and Consultants (Trainers, Legal, Audits) in India. Our Work Fulfillment workforce ensures businesses getting their work done by fulfilling their requirements with Legal and accountancy services as a backbone.","Cloudflare DNS, CloudFlare Hosting, Varnish, Wix, Mobile Friendly",,,,,
Ninesec Integration Pvt,http://www.ninesec.com,http://www.linkedin.com/company/ninesec,https://www.facebook.com/NinesecIPL,,Mumbai,Maharashtra,India,"Off Lal Bahadur Shastri Road, Mumbai, Maharashtra, India, 400079",Mumbai,Maharashtra,India,+91 22 67974077,,"Gmail, Google Apps, Microsoft Office 365, Bootstrap Framework, Zift Solutions, Mobile Friendly, Google Maps, Google Analytics, reCAPTCHA, Google Tag Manager, WordPress.org, Apache, , SAP",,,,,
Demerg Systems India,http://www.demergsystems.com,http://www.linkedin.com/company/demerg-systems,https://www.facebook.com/DemergSystem,https://twitter.com/DemergIndia,,Goa,India,"Panjim, Goa, India, 403001",Panjim,Goa,India,+91(905) 274-0612,"Demerg Systems India is a Goa based IT service company in Custom Software solutions, Web Designing, Mobile apps, Document digitization ,E-commerce.","Bootstrap Framework, Google Analytics, YouTube, Mobile Friendly, Google Font API, reCAPTCHA, WordPress.org, Google Workspace, Micro, , ",31900000,,,,
Cenmax,http://www.cenmax.in,http://www.linkedin.com/company/cenmax,,,Chennai,Tamil Nadu,India,"5 2nd Main Road, Chennai, Tamil Nadu, India, 600070",Chennai,Tamil Nadu,India,,Cenmax offers powerful Cloud solutions for modern applications that are not load-shy. Hosting solutions and domains for new gen businesses.,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Mobile Friendly, Google Analytics, Google Tag Manager, Apache, ",,,,,
Lagineni Technologies & Transformation Systems Private Limited,http://www.ltntsystems.com,http://www.linkedin.com/company/lagineni-technologies-&-transformation-systems-private-limited,https://facebook.com/ltntsystems,https://twitter.com/ltntsystems,Bengaluru,Karnataka,India,"1287 13th Cross Road, Bengaluru, Karnataka, India, 560038",Bengaluru,Karnataka,India,,,,2598000,,,,
Gurupriyam Innovation Labs Pvt,http://www.gurupriyam.in,http://www.linkedin.com/company/gurupriyam-innovation-labs-pvt-ltd, https://www.facebook.com/gurupriyaminnovations, https://twitter.com/gurupriyamlabs ,Bengaluru,Karnataka,India,"107, Bengaluru, Karnataka, India, 560068",Bengaluru,Karnataka,India,,Gurupriyam Innovation Labs,"Gmail, Google Apps, Microsoft Office 365, GoDaddy Hosting, Google Maps, Mobile Friendly, Apache, SAP, IoT",,,,,
ATTOINFOTECH,http://www.attoinfotech.com,http://www.linkedin.com/company/attoinfotech-llp,,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,+91 98207 59345,,"Gmail, Google Apps, Incapsula, Bootstrap Framework, reCAPTCHA, Nginx, Google Play, Google AdWords Conversion, Mobile Friendly, Google AdSense, Google Tag Manager, Zopim, WordPress.org, Google Font API, ",,,,,
Kinai Infotech,http://www.kinaiinfotech.com,http://www.linkedin.com/company/kinai-infotech,,,Thane,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,+91 98194 75559,,"Gmail, Outlook, Google Apps, GoDaddy Hosting, Amazon AWS, Google Maps, Bootstrap Framework, WordPress.org, Google Font API, Mobile Friendly, Apache, IoT, React Native, , ",,,,,
